,first,last,nickname,height_inches,weight_lbs,reach_inches,stance,win,loss,draw,belt
1133,Joachim,Hansen,Hellboy,67.0,150,--,Southpaw,22.0,11.0,1.0,
1134,Nasrat,Haqparast,,70.0,155,72.0,Southpaw,10.0,2.0,0.0,
1135,Janay,Harding,Hollowpoint,,135,--,,3.0,2.0,0.0,
1136,Antoni,Hardonk,,76.0,245,78.0,Orthodox,8.0,6.0,0.0,
1137,Dan,Hardy,The Outlaw,72.0,170,74.0,Orthodox,25.0,10.0,0.0,
1138,Greg,Hardy,Prince of War,77.0,265,80.0,Orthodox,3.0,0.0,0.0,
1139,Baru,Harn,Seiryu,,265,--,,1.0,2.0,0.0,
1140,Scott,Harper,,72.0,185,--,Orthodox,12.0,7.0,0.0,
1141,Gerry,Harris,,80.0,270,--,Orthodox,1.0,4.0,0.0,
1142,Gerald,Harris,,71.0,185,77.0,Southpaw,19.0,4.0,0.0,
1143,Phil,Harris,Billy,64.0,125,64.0,Orthodox,22.0,12.0,0.0,
1144,Walt,Harris,The Big Ticket,77.0,250,77.0,Southpaw,12.0,7.0,0.0,
1145,Dhafir,Harris,Dada 5000,,257,--,,2.0,0.0,0.0,
1146,Collin,Hart,,73.0,185,76.0,Orthodox,4.0,2.0,1.0,
1147,Dale,Hartt,,70.0,155,69.0,Orthodox,6.0,3.0,0.0,
1148,Luke,Hartwig,,,--,--,,0.0,1.0,0.0,
1149,Clay,Harvison,Bushwacker,73.0,170,74.0,,9.0,3.0,0.0,
1150,Hidehiko,Hasegawa,,69.0,170,--,,19.0,15.0,6.0,
1151,Chris,Haseman,The Hammer,71.0,205,--,Orthodox,20.0,16.0,0.0,
1152,Takayo,Hashi,,64.0,135,--,Orthodox,13.0,4.0,1.0,
1153,Tomohiko,Hashimoto,,72.0,250,--,Orthodox,1.0,4.0,0.0,
1154,Justin,Haskins,,70.0,170,--,Orthodox,7.0,6.0,0.0,
1155,Hayder,Hassan,Hulk,70.0,170,70.0,,6.0,3.0,0.0,
1156,Daiki,Hata,DJ Taiki,66.0,139,--,Orthodox,11.0,9.0,4.0,
1157,John,Hathaway,The Hitman,73.0,170,75.0,Orthodox,17.0,2.0,0.0,
1158,Phil,Hawes,Megatron,73.0,185,70.0,Orthodox,4.0,1.0,0.0,
1159,Justin,Hawes,The Hawk,71.0,205,--,,7.0,8.0,0.0,
1160,Chris,Hawk,,73.0,205,--,,4.0,8.0,0.0,
1161,Del,Hawkins,The Filipino Delight,65.0,135,--,Orthodox,22.0,15.0,0.0,
1162,Tommy,Hayden,Wild Card,69.0,145,72.0,Southpaw,8.0,2.0,0.0,
1163,Mike,Hayes,,76.0,230,--,Orthodox,16.0,4.0,1.0,
1164,Ryan,Hayes,,,--,--,,2.0,2.0,0.0,
1165,Gerric,Hayes,,70.0,--,--,,7.0,8.0,0.0,
1166,Josh,Haynes,Bring the Pain,69.0,170,--,Orthodox,14.0,11.0,0.0,
1167,Dustin,Hazelett,McLovin,73.0,170,76.0,Orthodox,12.0,7.0,0.0,
1168,James,Head,,73.0,170,73.0,Orthodox,9.0,4.0,0.0,
1169,Pat,Healy,Bam Bam,72.0,155,74.0,Orthodox,31.0,19.0,0.0,
1170,Ryan,Healy,The Irish Assassin,73.0,155,--,Orthodox,19.0,9.0,1.0,
1171,Spencer,Hearns,,71.0,185,--,,1.0,0.0,0.0,
1172,David,Heath,,71.0,205,72.0,Orthodox,16.0,7.0,0.0,
1173,Chris,Heatherly,Stump,69.0,155,68.0,Orthodox,9.0,3.0,0.0,
1174,Jake,Hecht,Hitman,72.0,170,76.0,Orthodox,11.0,4.0,0.0,
1175,Nick,Hein,Sergeant,66.0,155,66.0,Southpaw,14.0,4.0,0.0,
1176,Ian,Heinisch,The Hurricane,71.0,185,--,Orthodox,12.0,1.0,0.0,
1177,Marcin,Held,,69.0,155,71.0,Orthodox,23.0,7.0,0.0,
1178,Delson,Heleno,Pe De Chumbo,71.0,185,--,Orthodox,23.0,7.0,0.0,
1179,Matt,Helm,,,155,--,,1.0,1.0,0.0,
1180,Elisha,Helsper,Knuckles,66.0,135,--,Orthodox,0.0,2.0,0.0,
1181,Dan,Henderson,Hendo,71.0,185,74.0,Orthodox,32.0,15.0,0.0,
1182,Benson,Henderson,Smooth,69.0,170,70.0,Southpaw,23.0,5.0,0.0,
1183,Ron,Henderson,,70.0,125,--,,4.0,3.0,0.0,
1184,Josh,Hendricks,,74.0,235,--,Southpaw,18.0,7.0,0.0,
1185,Johny,Hendricks,Bigg Rigg,69.0,185,69.0,Southpaw,18.0,8.0,0.0,
1186,Cory,Hendricks,,75.0,205,--,,3.0,1.0,0.0,
1187,Luis,Henrique,KLB,74.0,243,74.0,Orthodox,10.0,5.0,0.0,
1188,Paulo,Costa,The Eraser,73.0,185,72.0,,12.0,0.0,0.0,
1189,Diego,Henrique da Silva,Gaucho,74.0,185,--,Orthodox,8.0,4.0,0.0,
1190,Danny,Henry,The Hatchet,72.0,145,73.0,Orthodox,12.0,2.0,0.0,
1191,TJ,Hepburn,The Carnivore,67.0,155,--,,4.0,2.0,0.0,
1192,Ed,Herman,Short Fuse,73.0,205,77.0,Orthodox,24.0,14.0,0.0,
1193,Dave,Herman,,76.0,242,76.0,Orthodox,21.0,6.0,0.0,
1194,Jack,Hermansson,The Joker,73.0,185,77.0,Orthodox,18.0,4.0,0.0,
1195,Noe,Hernandez,,,--,--,Orthodox,5.0,5.0,0.0,
1196,Joe,Hernandez,,,--,--,,0.0,1.0,0.0,
1197,Junior,Hernandez,Hot Handed,69.0,135,69.0,Orthodox,14.0,6.0,0.0,
1198,Alexander,Hernandez,The Great,69.0,155,72.0,Orthodox,10.0,1.0,0.0,
1199,Anthony,Hernandez,Fluffy,72.0,185,75.0,Orthodox,6.0,0.0,0.0,
1200,Paul,Herrera,The Bone Crusher,70.0,185,--,Orthodox,1.0,1.0,0.0,
1201,Chris,Herrera,The Crusher,70.0,185,--,,3.0,2.0,1.0,
1202,Geane,Herrera,The Revolutionary,65.0,125,66.0,Orthodox,9.0,3.0,0.0,
1203,Alvaro,Herrera,Chango,72.0,155,74.0,,9.0,6.0,0.0,
1204,Felice,Herrig,Lil Bulldog,64.0,115,65.0,Orthodox,14.0,8.0,0.0,
1205,Heath,Herring,The Texas Crazy Horse,76.0,250,78.0,Orthodox,28.0,14.0,0.0,
1206,Jon,Hess,,79.0,295,--,,1.0,1.0,0.0,
1207,Clint,Hester,Headbussa,74.0,205,77.0,Orthodox,11.0,6.0,0.0,
1208,Brandon,Hester,The Beast,73.0,205,--,,3.0,0.0,0.0,
1209,Jimy,Hettes,The Kid,69.0,145,71.0,Southpaw,11.0,3.0,0.0,
1210,Conor,Heun,Hurricane,70.0,155,--,Orthodox,9.0,4.0,0.0,
1211,Marcus,Hicks,The Wrecking Ball,66.0,155,64.0,Southpaw,9.0,3.0,0.0,
1212,Jay,Hieron,The Thoroughbred,72.0,170,75.0,Orthodox,23.0,7.0,0.0,
1213,Lee,Higgins,,,155,--,,2.0,1.0,0.0,
1214,Jason,High,The Kansas City Bandit,68.0,155,71.0,Southpaw,19.0,5.0,0.0,
1215,Richie,Hightower,The Dirty Samurai,68.0,170,--,Orthodox,8.0,4.0,0.0,
1216,Alex,Higley,,70.0,145,--,,4.0,3.0,0.0,
1217,Corey,Hill,,76.0,155,80.0,Orthodox,4.0,4.0,0.0,
1218,Isaiah,Hill,,70.0,155,--,,5.0,7.0,1.0,
1219,Angela,Hill,Overkill,63.0,115,64.0,Orthodox,8.0,5.0,0.0,
1220,Tyler,Hill,Zombie,75.0,170,78.0,Switch,8.0,1.0,0.0,
1221,Branden Lee,Hinkle,The Iron Lion,75.0,235,--,Orthodox,15.0,11.0,0.0,
1222,Hatsu,Hioki,,71.0,145,70.0,Orthodox,27.0,9.0,2.0,
1223,Alan,Hiro,Yamaniha,65.0,135,--,Orthodox,11.0,4.0,4.0,
1224,Kuniyoshi,Hironaka,,70.0,168,70.0,Orthodox,19.0,8.0,0.0,
1225,Mizuto,Hirota,Pugnus,67.0,155,67.0,Orthodox,19.0,10.0,2.0,
1226,Yuji,Hisamatsu,,70.0,185,--,,15.0,19.0,6.0,
1227,Kwan,Ho Kwak,,65.0,135,70.0,Switch,9.0,2.0,0.0,
1228,Matt,Hobar,The Crowbar,70.0,135,70.0,Southpaw,9.0,3.0,0.0,
1229,Bobby,Hoffman,The Truth,74.0,245,--,Orthodox,36.0,10.0,1.0,
1230,Sam,Hoger,The Alaskan Assassin,74.0,205,--,Orthodox,10.0,4.0,0.0,
1231,Andrew,Holbrook,,71.0,155,70.0,Southpaw,12.0,3.0,0.0,
1232,Sean,Holden,,70.0,170,--,,5.0,2.0,0.0,
1233,Chris,Holdsworth,Holds it Down,71.0,135,71.0,,7.0,0.0,0.0,
1234,Kevin,Holland,Trailblazer,75.0,185,81.0,Orthodox,14.0,4.0,0.0,
1235,Roger,Hollett,The Hulk,71.0,205,70.0,Orthodox,13.0,5.0,0.0,
1236,Max,Holloway,Blessed,71.0,145,69.0,Orthodox,20.0,3.0,0.0,
1237,Gabrielle,Holloway,Gabanator,63.0,145,--,,6.0,5.0,0.0,
1238,Jeremie,Holloway,Hit Em,72.0,170,--,,8.0,3.0,0.0,
1239,Holly,Holm,The Preacher's Daughter,68.0,145,69.0,Southpaw,12.0,4.0,0.0,
1240,Rex,Holman,Big Dog,75.0,205,--,Southpaw,4.0,2.0,0.0,
1241,Kurt,Holobaugh,,71.0,145,73.0,Orthodox,17.0,6.0,0.0,
1242,Paddy,Holohan,The Hooligan,70.0,125,69.0,Orthodox,12.0,2.0,1.0,
1243,Ben,Holscher,The Teacher,71.0,155,--,,4.0,0.0,0.0,
1244,Mark,Holst,Boots,72.0,155,--,Orthodox,9.0,3.0,0.0,
1245,Scott,Holtzman,Hot Sauce,69.0,155,69.0,Orthodox,12.0,2.0,0.0,
1246,Sabah,Homasi,The Problem,72.0,170,72.0,Orthodox,11.0,8.0,0.0,
1247,Mark,Hominick,The Machine,68.0,145,68.0,Orthodox,20.0,12.0,0.0,
1248,Barb,Honchak,Little Warrior,64.0,125,65.0,,10.0,5.0,0.0,
1249,Chris,Honeycutt,The Cutt,70.0,170,73.0,,9.0,1.0,0.0,
1250,Satoshi,Honma,,73.0,205,--,Orthodox,4.0,6.0,3.0,
1251,David,Hood,,72.0,200,--,,1.0,3.0,0.0,
1252,Lorenzo,Hood,The Samoan Silverback,75.0,265,--,,9.0,4.0,0.0,
1253,Dan,Hooker,The Hangman,72.0,155,75.0,Switch,18.0,8.0,0.0,
1254,Chase,Hooper,The Teenage Dream,73.0,145,--,Southpaw,5.0,0.0,0.0,
1255,Darrell,Horcher,The Saint,70.0,155,70.0,Southpaw,13.0,4.0,0.0,
1256,Moti,Horenstein,,76.0,230,--,Orthodox,1.0,6.0,0.0,
1257,Kyoji,Horiguchi,,65.0,125,66.0,Orthodox,18.0,2.0,0.0,
1258,Jeremy,Horn,Gumby,73.0,185,74.0,Orthodox,88.0,21.0,5.0,
1259,Matt,Horning,Horndog,64.0,125,--,,20.0,25.0,0.0,
1260,Chris,Horodecki,The Polish Hammer,69.0,155,69.0,Orthodox,18.0,3.0,1.0,
1261,Matt,Horwich,Suave,73.0,185,--,Orthodox,26.0,19.0,1.0,
1262,John,Hosman,,70.0,135,--,Southpaw,18.0,8.0,1.0,
1263,Saeed,Hosseini,,,--,--,,0.0,1.0,0.0,
1264,Jeff,Hougland,Hellbound,67.0,135,68.0,Orthodox,10.0,6.0,0.0,
1265,Trey,Houston,,71.0,185,--,,7.0,4.0,0.0,
1266,Jamie,Houston,,,185,--,,3.0,0.0,0.0,
1267,Brian,Houston,B-Hue,74.0,185,78.0,Orthodox,4.0,2.0,0.0,
1268,Harold,Howard,,74.0,240,--,Orthodox,1.0,3.0,0.0,
1269,John,Howard,Doomsday,67.0,170,71.0,Orthodox,23.0,12.0,0.0,
1270,Shane,Howell,,68.0,125,69.0,Orthodox,13.0,9.0,0.0,
1271,Alex,Huddleston,The Shaved Gorilla,79.0,254,--,,6.0,2.0,0.0,
1272,Roger,Huerta,El Matador,69.0,155,70.0,Orthodox,21.0,5.0,1.0,
1273,Casey,Huffman,Hellbent,75.0,185,--,,3.0,1.0,0.0,
1274,Matt,Hughes,,69.0,170,73.0,Switch,45.0,9.0,0.0,
1275,Mark,Hughes,,69.0,205,--,Southpaw,6.0,2.0,0.0,
1276,Jeff,Hughes,Lights Out,74.0,250,78.0,Orthodox,9.0,1.0,0.0,
1277,David,Hulett,Hollywood,70.0,170,--,,18.0,9.0,0.0,
1278,Bryan,Humes,,,265,--,,6.0,2.0,0.0,
1279,Abongo,Humphrey,,71.0,205,--,Orthodox,7.0,3.0,0.0,
1280,Mark,Hunt,Super Samoan,70.0,265,72.0,Orthodox,13.0,14.0,1.0,
1281,Alex,Hunter,,69.0,226,--,Orthodox,2.0,0.0,0.0,
1282,Adam,Hunter,Warhammer,73.0,185,73.0,Orthodox,7.0,1.0,0.0,
1283,Joe,Hurley,,68.0,155,--,,12.0,5.0,0.0,
1284,Solomon,Hutcherson,King,71.0,185,--,Southpaw,11.0,7.0,0.0,
1286,Al,Iaquinta,Raging,69.0,155,70.0,Orthodox,14.0,4.0,1.0,
1287,Minoki,Ichihara,,67.0,178,--,Orthodox,0.0,1.0,0.0,
1288,Dan,Ige,Dynamite,67.0,145,71.0,Orthodox,10.0,2.0,0.0,
1289,Valeri,Ignatov,,69.0,170,--,Orthodox,1.0,2.0,0.0,
1290,Sergey,Ignatov,,69.0,210,--,Orthodox,0.0,1.0,0.0,
1291,Fabiano,Iha,,68.0,155,--,Orthodox,9.0,5.0,0.0,
1292,Seichi,Ikemoto,,71.0,168,--,Orthodox,20.0,17.0,5.0,
1293,Mikhail,Iloukhine,,69.0,205,--,Orthodox,30.0,11.0,1.0,
1294,Yusuke,Imamura,,68.0,220,--,Orthodox,2.0,6.0,0.0,
1295,Masakazu,Imanari,,64.0,139,--,Southpaw,24.0,9.0,2.0,
1296,Brad,Imes,Hillbilly Heartthrob,79.0,265,--,Orthodox,13.0,7.0,0.0,
1297,Chris,Indich,The Savage,70.0,170,73.0,,5.0,3.0,0.0,
1298,Chris,Inman,,,--,--,,1.0,0.0,0.0,
1299,Guto,Inocente,,75.0,205,77.0,Orthodox,6.0,4.0,0.0,
1300,Enson,Inoue,Yamato Damashii,70.0,210,--,Orthodox,12.0,8.0,0.0,
1301,Egan,Inoue,,69.0,190,--,Southpaw,13.0,8.0,0.0,
1302,Katsuya,Inoue,,69.0,168,--,Southpaw,19.0,9.0,4.0,
1303,Takeshi,Inoue,Lion,68.0,145,--,,20.0,5.0,0.0,
1304,Naoki,Inoue,,69.0,125,71.0,Orthodox,11.0,1.0,0.0,
1305,Jorge,Interiano,,73.0,205,--,,3.0,3.0,0.0,
1306,Jason,Ireland,The Irish Tornado,69.0,161,--,Southpaw,18.0,8.0,1.0,
1307,James,Irvin,The Sandman,74.0,205,75.0,Orthodox,15.0,9.0,0.0,
1308,Eric,Irvin,,68.0,155,--,,11.0,4.0,0.0,
1309,Mitsuhiro,Ishida,The Endless Warrior,66.0,154,--,Southpaw,20.0,7.0,1.0,
1310,Teruto,Ishihara,Yashabo,67.0,135,69.0,Southpaw,11.0,6.0,2.0,
1311,Satoshi,Ishii,,71.0,240,--,Orthodox,4.0,1.0,1.0,
1312,Yuki,Ishikawa,,71.0,205,--,Orthodox,0.0,2.0,0.0,
1313,Eiji,Ishikawa,,70.0,170,--,,22.0,17.0,3.0,
1314,Tokimitsu,Ishizawa,Kendo Ka Shin,72.0,185,--,Orthodox,1.0,5.0,1.0,
1315,Damir,Ismagulov,,70.0,155,--,Orthodox,17.0,2.0,0.0,
1316,Wallid,Ismail,,67.0,205,--,Orthodox,9.0,3.0,0.0,
1317,Leandro,Issa,Brodinho,67.0,135,69.0,Orthodox,13.0,6.0,0.0,
1318,Oscar,Cota,Elevation,74.0,230,--,Orthodox,10.0,1.0,0.0,
1319,Blagoy,Ivanov,Baga,71.0,250,73.0,Southpaw,16.0,2.0,0.0,
1320,Tomomi,Iwama,,63.0,155,--,Orthodox,9.0,5.0,1.0,
1321,Tatsuya,Iwasaki,,69.0,205,--,Orthodox,0.0,1.0,0.0,
1322,Yoislandy,Izquierdo,Cuba,71.0,155,--,Southpaw,6.0,2.0,0.0,
1323,Hiroshi,Izumi,,,205,--,Orthodox,4.0,2.0,0.0,
1325,Yves,Jabouin,Tiger,67.0,135,68.0,Orthodox,20.0,11.0,0.0,
1326,Kevin,Jackson,,70.0,199,--,Switch,4.0,2.0,0.0,
1327,Eugene,Jackson,The Wolf,68.0,185,--,Orthodox,15.0,9.0,1.0,
1328,Rampage,Jackson,Rampage,73.0,205,73.0,Orthodox,36.0,11.0,0.0,
1329,Jeremy,Jackson,Scorpion,70.0,170,--,Orthodox,9.0,5.0,0.0,
1330,Damon,Jackson,The Leech,71.0,145,71.0,Switch,9.0,1.0,1.0,
1331,Kenyon,Jackson,,72.0,185,--,,4.0,3.0,0.0,
1332,Mike,Jackson,The Truth,74.0,170,--,Orthodox,1.0,1.0,0.0,
1333,Jason,Jackson,Jah-Son,73.0,170,78.0,Orthodox,7.0,2.0,0.0,
1334,Montel,Jackson,Quik,70.0,135,75.0,Southpaw,7.0,1.0,0.0,
1335,Eric,Jacob,,,155,--,,1.0,9.0,0.0,
1336,Dustin,Jacoby,,76.0,185,78.0,Orthodox,6.0,3.0,0.0,
1337,Justin,James,,70.0,155,--,Orthodox,13.0,7.0,0.0,
1338,Nate,James,,72.0,185,--,,13.0,7.0,1.0,
1339,Ryan,Janes,,75.0,185,76.0,Orthodox,10.0,3.0,0.0,
1340,Josh,Janousek,,71.0,185,73.0,Orthodox,8.0,1.0,0.0,
1341,Dave,Jansen,,69.0,155,73.0,Orthodox,15.0,3.0,0.0,
1342,Jaime,Jara,El Cucui,73.0,205,--,Southpaw,32.0,10.0,0.0,
1343,Keith,Jardine,The Dean of Mean,74.0,185,76.0,Orthodox,17.0,10.0,2.0,
1344,Brock,Jardine,The Machine,71.0,170,73.0,Orthodox,9.0,3.0,0.0,
1345,Josh,Jarvis,,,--,--,,1.0,3.0,0.0,
1346,Rony,Jason,,67.0,145,70.0,Orthodox,15.0,7.0,0.0,
1347,Louis,Jauregui,,67.0,170,--,,4.0,2.0,0.0,
1348,Joanna,Jedrzejczyk,,66.0,125,65.0,Orthodox,15.0,3.0,0.0,
1349,Trent,Jenkins,,74.0,185,--,,0.0,4.0,0.0,
1350,Bubba,Jenkins,The Highlight Kid,67.0,145,--,,11.0,4.0,0.0,
1351,Adrienna,Jenkins,AJ,68.0,145,--,,19.0,6.0,0.0,
1352,Steve,Jennum,,70.0,215,--,Orthodox,2.0,3.0,0.0,
1353,Ryan,Jensen,,73.0,185,76.0,Orthodox,15.0,8.0,0.0,
1354,Kyle,Jensen,,69.0,170,--,Orthodox,40.0,11.0,2.0,
1355,Chanmi,Jeon,Ottogi Girl,65.0,115,67.0,Orthodox,5.0,2.0,0.0,
1356,Maciej,Jewtuszko,Irokez,72.0,155,--,Southpaw,8.0,1.0,0.0,
1357,Ronald,Jhun,The Machine Gun,71.0,170,--,Orthodox,24.0,24.0,2.0,
1358,Gilbert,Jimenez,,,155,--,,8.0,12.0,1.0,
1359,Art,Jimmerson,,73.0,196,--,Orthodox,0.0,1.0,0.0,
1360,Ryan,Jimmo,The Big Deal,73.0,205,73.0,Orthodox,19.0,5.0,0.0,
1361,Li,Jingliang,The Leech,72.0,170,71.0,Orthodox,16.0,5.0,0.0,
1362,Carls,John De Tomas,CJ,65.0,125,71.0,Southpaw,8.0,2.0,0.0,
1363,Phil,Johns,,62.0,170,--,Southpaw,30.0,13.0,1.0,
1364,Brett,Johns,The Pikey,67.0,135,71.0,Orthodox,15.0,2.0,0.0,
1365,Anthony,Johnson,Rumble,74.0,205,78.0,Orthodox,22.0,6.0,0.0,
1366,DaMarques,Johnson,Darkness,73.0,170,75.0,Orthodox,18.0,12.0,0.0,
1367,Devin,Johnson,,,--,--,,1.0,1.0,1.0,
1368,Travis,Johnson,,,205,--,,0.0,1.0,0.0,
1369,Ricky,Johnson,,68.0,145,--,Orthodox,5.0,4.0,0.0,
1370,Tony,Johnson,,,185,--,,4.0,2.0,0.0,
1371,Lavar,Johnson,Big,76.0,240,82.0,Orthodox,17.0,7.0,0.0,
1372,Demetrious,Johnson,Mighty Mouse,63.0,125,66.0,Orthodox,27.0,3.0,1.0,
1373,Michael,Johnson,The Menace,70.0,145,73.0,Southpaw,20.0,13.0,0.0,
1374,Deshaun,Johnson,,,167,--,,6.0,9.0,0.0,
1375,Kajan,Johnson,Ragin',71.0,155,75.0,Orthodox,23.0,14.0,1.0,
1376,Dashon,Johnson,Flyboy,67.0,145,70.0,Orthodox,9.0,2.0,0.0,
1377,Tim,Johnson,,75.0,265,77.0,Southpaw,12.0,4.0,0.0,
1378,Tony,Johnson,,73.0,265,--,,11.0,3.0,0.0,
1379,Jordan,Johnson,,74.0,205,79.0,Orthodox,10.0,0.0,0.0,
1380,Brian,Johnston,,75.0,230,--,Orthodox,5.0,5.0,0.0,
1381,Daniel,Jolly,The Werewolf of Texas,73.0,205,75.0,Orthodox,5.0,2.0,0.0,
1382,Paul,Jones,,69.0,199,--,Orthodox,11.0,1.0,1.0,
1383,Jon,Jones,Bones,76.0,205,84.0,Orthodox,23.0,1.0,0.0,
1384,Nathan,Jones,,83.0,345,--,Orthodox,0.0,1.0,0.0,
1385,Marcus,Jones,The Darkness,78.0,265,--,Orthodox,4.0,2.0,0.0,
1386,Carlton,Jones,,73.0,225,--,Orthodox,1.0,4.0,0.0,
1387,Jesse,Jones,,69.0,170,--,,2.0,1.0,0.0,
1388,Tito,Jones,,68.0,145,--,Southpaw,7.0,6.0,0.0,
1389,Roy,Jones,,,205,--,,6.0,2.0,0.0,
1390,Justin,Jones,Lazybones,71.0,185,78.0,Orthodox,9.0,2.0,0.0,
1391,Ben,Jones,Blitzkrieg,,185,--,,4.0,4.0,0.0,
1392,Victor,Jones,,,145,--,,1.0,3.0,0.0,
1393,Chris,Jones,Lionheart,69.0,149,--,,10.0,5.0,0.0,
1394,Roshaun,Jones,,68.0,135,--,,2.0,6.0,0.0,
1395,Jamelle,Jones,The Beast,72.0,205,75.0,Orthodox,7.0,5.0,0.0,
1396,Antonio,Jones,Doomsday,71.0,185,--,Orthodox,7.0,1.0,0.0,
1397,Jocelyn,Jones-Lybarger,,67.0,115,64.0,Orthodox,6.0,4.0,0.0,
1398,Kevin,Jordan,The Shaman,75.0,245,--,Orthodox,11.0,9.0,0.0,
1399,Joe,Jordan,,66.0,155,--,Orthodox,49.0,13.0,2.0,
1400,Shawn,Jordan,The Savage,72.0,260,75.0,Southpaw,18.0,7.0,0.0,
1401,Ivan,Jorge,Batman,69.0,155,73.0,Orthodox,26.0,5.0,0.0,
1402,Scott,Jorgensen,Young Guns,65.0,135,66.0,Orthodox,15.0,12.0,0.0,
1403,Gareth,Joseph,,,205,--,,9.0,4.0,0.0,
1404,Jeff,Joslin,The Inferno,72.0,170,--,Orthodox,5.0,3.0,0.0,
1405,Krzysztof,Jotko,,73.0,185,77.0,Southpaw,19.0,4.0,0.0,
1406,Alan,Jouban,Brahma,72.0,170,73.0,Southpaw,16.0,6.0,0.0,
1407,Mike,Joy,,66.0,155,--,Southpaw,10.0,6.0,0.0,
1408,Tony,Juarez,,,155,--,,1.0,7.0,0.0,
1409,Jesse,Juarez,,73.0,170,--,Orthodox,16.0,8.0,0.0,
1410,Steve,Judson,,71.0,230,--,Orthodox,0.0,2.0,0.0,
1411,Luke,Jumeau,The Jedi,71.0,170,72.0,Orthodox,13.0,4.0,0.0,
1412,Bu-Kyung,Jung,,67.0,154,--,Orthodox,0.0,4.0,0.0,
1413,Chan Sung,Jung,The Korean Zombie,67.0,145,72.0,Orthodox,14.0,5.0,0.0,
1414,Young Sam,Jung,,68.0,139,--,Orthodox,4.0,4.0,0.0,
1415,Scott,Junk,,73.0,265,--,Orthodox,8.0,3.0,1.0,
1416,Myles,Jury,Fury,70.0,145,73.0,Orthodox,17.0,3.0,0.0,
1417,Cris,Cyborg,Cyborg,68.0,145,68.0,Orthodox,20.0,2.0,0.0,
1419,Patrick,Kaase,Kamikaze,69.0,185,--,,1.0,2.0,0.0,
1420,Emily,Peters Kagan,,63.0,115,66.0,,3.0,3.0,0.0,
1421,Sirwan,Kakai,Zohan,65.0,135,66.0,Orthodox,12.0,3.0,0.0,
1422,Geza,Kalman,,73.0,200,--,,4.0,9.0,0.0,
1423,Bryson,Kamaka,,71.0,170,--,Orthodox,12.0,18.0,1.0,
1424,Martin,Kampmann,The Hitman,72.0,170,72.0,Orthodox,20.0,7.0,0.0,
1425,Bharat,Kandare,Daring,67.0,135,72.0,Orthodox,5.0,3.0,0.0,
1426,Hiromitsu,Kanehara,,70.0,200,--,Orthodox,19.0,24.0,3.0,
1427,Masanori,Kanehara,,67.0,135,67.0,Orthodox,25.0,13.0,5.0,
1428,Ken,Kaneko,,72.0,161,--,Orthodox,0.0,3.0,0.0,
1429,Denis,Kang,,71.0,185,77.0,Orthodox,34.0,15.0,2.0,
1430,Kyung,Ho Kang,Mr. Perfect,69.0,135,72.0,Orthodox,14.0,8.0,0.0,
1431,David,Kaplan,Diamond,67.0,155,--,Orthodox,3.0,4.0,0.0,
1432,Kai,Kara-France,Don't Blink,65.0,125,66.0,Orthodox,18.0,7.0,0.0,
1433,Georgi,Karakhanyan,Insane,68.0,145,--,,24.0,4.0,1.0,
1434,Alex,Karalexis,The Assassin,68.0,155,66.0,Orthodox,10.0,6.0,0.0,
1435,Nadia,Kassem,187,65.0,115,66.0,Southpaw,5.0,0.0,0.0,
1436,Yusuke,Kasuya,,67.0,155,67.0,Southpaw,9.0,3.0,2.0,
1437,Tetsuji,Kato,,,155,--,Orthodox,20.0,10.0,0.0,
1438,Hisaki,Kato,,72.0,185,--,,8.0,2.0,0.0,
1439,Brad,Katona,Superman,66.0,135,65.0,Orthodox,9.0,0.0,0.0,
1440,Calvin,Kattar,The Boston Finisher,71.0,145,72.0,Orthodox,19.0,3.0,0.0,
1441,Sarah,Kaufman,,65.0,135,67.0,Orthodox,17.0,4.0,0.0,
1442,Yusuke,Kawaguchi,,72.0,255,--,,13.0,4.0,0.0,
1443,Canaan,Kawaihae,,72.0,145,--,Southpaw,4.0,1.0,0.0,
1444,Tatsuya,Kawajiri,The Crusher,67.0,145,69.0,Orthodox,35.0,10.0,2.0,
1445,Ryo,Kawamura,,71.0,205,--,Orthodox,12.0,6.0,4.0,
1446,Doug,Kay,,,--,--,,0.0,0.0,0.0,
1447,Julie,Kedzie,,65.0,135,64.0,Orthodox,16.0,13.0,0.0,
1448,Ryan,Keenan,,70.0,170,--,,4.0,2.0,0.0,
1449,CJ,Keith,,72.0,155,--,Orthodox,8.0,2.0,0.0,
1450,Chris,Kelades,The Greek Assassin,67.0,125,68.0,Orthodox,9.0,3.0,0.0,
1451,Brian,Kelleher,Boom,66.0,135,66.0,Switch,19.0,10.0,0.0,
1452,Mayana,Kellem,,65.0,135,--,Orthodox,7.0,1.0,0.0,
1453,Paul,Kelly,,69.0,155,70.0,Orthodox,12.0,4.0,0.0,
1454,John,Kelly,,69.0,170,--,,5.0,4.0,0.0,
1455,Daniel,Kelly,,72.0,185,70.0,Southpaw,13.0,4.0,0.0,
1456,Song,Kenan,The Assassin,72.0,170,71.0,Orthodox,14.0,5.0,0.0,
1457,Tim,Kennedy,,71.0,185,74.0,Orthodox,18.0,6.0,0.0,
1458,Steve,Kennedy,The Steamrolla,71.0,170,71.0,Orthodox,22.0,8.0,0.0,
1459,Jeremy,Kennedy,JBC,71.0,145,71.0,Orthodox,11.0,1.0,0.0,
