,fighter_1,fighter_2,end_round,end_time,winner,date,fight_url,f1_r1_kds,f1_r1_sigstrikes_l,f1_r1_sigstrikes_a,f1_r1_strikes_l,f1_r1_strikes_a,f1_r1_tds_l,f1_r1_tds_a,f1_r1_subs_a,f1_r1_passes,f1_r1_revs,f1_r1_ss_head_l,f1_r1_ss_head_a,f1_r1_ss_body_l,f1_r1_ss_body_a,f1_r1_ss_leg_l,f1_r1_ss_leg_a,f1_r1_ss_dist_l,f1_r1_ss_dist_a,f1_r1_ss_clinch_l,f1_r1_ss_clinch_a,f1_r1_ss_ground_l,f1_r1_ss_ground_a,f2_r1_kds,f2_r1_sigstrikes_l,f2_r1_sigstrikes_a,f2_r1_strikes_l,f2_r1_strikes_a,f2_r1_tds_l,f2_r1_tds_a,f2_r1_subs_a,f2_r1_passes,f2_r1_revs,f2_r1_ss_head_l,f2_r1_ss_head_a,f2_r1_ss_body_l,f2_r1_ss_body_a,f2_r1_ss_leg_l,f2_r1_ss_leg_a,f2_r1_ss_dist_l,f2_r1_ss_dist_a,f2_r1_ss_clinch_l,f2_r1_ss_clinch_a,f2_r1_ss_ground_l,f2_r1_ss_ground_a,f1_r2_kds,f1_r2_sigstrikes_l,f1_r2_sigstrikes_a,f1_r2_strikes_l,f1_r2_strikes_a,f1_r2_tds_l,f1_r2_tds_a,f1_r2_subs_a,f1_r2_passes,f1_r2_revs,f1_r2_ss_head_l,f1_r2_ss_head_a,f1_r2_ss_body_l,f1_r2_ss_body_a,f1_r2_ss_leg_l,f1_r2_ss_leg_a,f1_r2_ss_dist_l,f1_r2_ss_dist_a,f1_r2_ss_clinch_l,f1_r2_ss_clinch_a,f1_r2_ss_ground_l,f1_r2_ss_ground_a,f2_r2_kds,f2_r2_sigstrikes_l,f2_r2_sigstrikes_a,f2_r2_strikes_l,f2_r2_strikes_a,f2_r2_tds_l,f2_r2_tds_a,f2_r2_subs_a,f2_r2_passes,f2_r2_revs,f2_r2_ss_head_l,f2_r2_ss_head_a,f2_r2_ss_body_l,f2_r2_ss_body_a,f2_r2_ss_leg_l,f2_r2_ss_leg_a,f2_r2_ss_dist_l,f2_r2_ss_dist_a,f2_r2_ss_clinch_l,f2_r2_ss_clinch_a,f2_r2_ss_ground_l,f2_r2_ss_ground_a,f1_r3_kds,f1_r3_sigstrikes_l,f1_r3_sigstrikes_a,f1_r3_strikes_l,f1_r3_strikes_a,f1_r3_tds_l,f1_r3_tds_a,f1_r3_subs_a,f1_r3_passes,f1_r3_revs,f1_r3_ss_head_l,f1_r3_ss_head_a,f1_r3_ss_body_l,f1_r3_ss_body_a,f1_r3_ss_leg_l,f1_r3_ss_leg_a,f1_r3_ss_dist_l,f1_r3_ss_dist_a,f1_r3_ss_clinch_l,f1_r3_ss_clinch_a,f1_r3_ss_ground_l,f1_r3_ss_ground_a,f2_r3_kds,f2_r3_sigstrikes_l,f2_r3_sigstrikes_a,f2_r3_strikes_l,f2_r3_strikes_a,f2_r3_tds_l,f2_r3_tds_a,f2_r3_subs_a,f2_r3_passes,f2_r3_revs,f2_r3_ss_head_l,f2_r3_ss_head_a,f2_r3_ss_body_l,f2_r3_ss_body_a,f2_r3_ss_leg_l,f2_r3_ss_leg_a,f2_r3_ss_dist_l,f2_r3_ss_dist_a,f2_r3_ss_clinch_l,f2_r3_ss_clinch_a,f2_r3_ss_ground_l,f2_r3_ss_ground_a,f1_r4_kds,f1_r4_sigstrikes_l,f1_r4_sigstrikes_a,f1_r4_strikes_l,f1_r4_strikes_a,f1_r4_tds_l,f1_r4_tds_a,f1_r4_subs_a,f1_r4_passes,f1_r4_revs,f1_r4_ss_head_l,f1_r4_ss_head_a,f1_r4_ss_body_l,f1_r4_ss_body_a,f1_r4_ss_leg_l,f1_r4_ss_leg_a,f1_r4_ss_dist_l,f1_r4_ss_dist_a,f1_r4_ss_clinch_l,f1_r4_ss_clinch_a,f1_r4_ss_ground_l,f1_r4_ss_ground_a,f2_r4_kds,f2_r4_sigstrikes_l,f2_r4_sigstrikes_a,f2_r4_strikes_l,f2_r4_strikes_a,f2_r4_tds_l,f2_r4_tds_a,f2_r4_subs_a,f2_r4_passes,f2_r4_revs,f2_r4_ss_head_l,f2_r4_ss_head_a,f2_r4_ss_body_l,f2_r4_ss_body_a,f2_r4_ss_leg_l,f2_r4_ss_leg_a,f2_r4_ss_dist_l,f2_r4_ss_dist_a,f2_r4_ss_clinch_l,f2_r4_ss_clinch_a,f2_r4_ss_ground_l,f2_r4_ss_ground_a,f1_r5_kds,f1_r5_sigstrikes_l,f1_r5_sigstrikes_a,f1_r5_strikes_l,f1_r5_strikes_a,f1_r5_tds_l,f1_r5_tds_a,f1_r5_subs_a,f1_r5_passes,f1_r5_revs,f1_r5_ss_head_l,f1_r5_ss_head_a,f1_r5_ss_body_l,f1_r5_ss_body_a,f1_r5_ss_leg_l,f1_r5_ss_leg_a,f1_r5_ss_dist_l,f1_r5_ss_dist_a,f1_r5_ss_clinch_l,f1_r5_ss_clinch_a,f1_r5_ss_ground_l,f1_r5_ss_ground_a,f2_r5_kds,f2_r5_sigstrikes_l,f2_r5_sigstrikes_a,f2_r5_strikes_l,f2_r5_strikes_a,f2_r5_tds_l,f2_r5_tds_a,f2_r5_subs_a,f2_r5_passes,f2_r5_revs,f2_r5_ss_head_l,f2_r5_ss_head_a,f2_r5_ss_body_l,f2_r5_ss_body_a,f2_r5_ss_leg_l,f2_r5_ss_leg_a,f2_r5_ss_dist_l,f2_r5_ss_dist_a,f2_r5_ss_clinch_l,f2_r5_ss_clinch_a,f2_r5_ss_ground_l,f2_r5_ss_ground_a
10,"Renan Barao ""The Baron""","Luke Sanders ""Cool Hand""",2,1:01,"Renan Barao ""The Baron""",2019-02-17,http://ufcstats.com/fight-details/7fec3b1ec923ad24,0,33,62,34,63,0,0,0,0,0,7,24,23,35,3,3,27,56,6,6,0,0,0,25,48,27,51,0,1,0,0,0,7,24,23,35,3,3,27,56,6,6,0,0,0,33,62,34,63,0,0,0,0,0,14,35,4,6,7,7,23,46,2,2,0,0,1,14,27,14,27,0,0,0,0,0,3,9,4,6,0,1,7,16,0,0,0,0,0,7,16,7,16,0,0,0,0,0,12,23,2,2,0,2,11,24,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"Alexandra Albu ""Stitch""","Emily Whitmire ""Spitfire""",1,1:01,"Alexandra Albu ""Stitch""",2019-02-17,http://ufcstats.com/fight-details/a9184def876faec6,0,2,5,2,6,0,0,0,0,0,2,5,0,0,0,0,2,5,0,0,0,0,0,3,5,8,11,1,1,1,2,0,2,5,0,0,0,0,2,5,0,0,0,0,0,2,5,2,6,0,0,0,0,0,2,4,0,0,1,1,3,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"Israel Adesanya ""The Last Stylebender""","Anderson Silva ""The Spider""",3,5:00,"Israel Adesanya ""The Last Stylebender""",2019-02-09,http://ufcstats.com/fight-details/4eb91cfc892a108e,0,20,44,20,44,0,0,0,0,0,10,31,1,2,9,11,18,41,2,3,0,0,0,6,21,6,21,0,0,0,0,0,10,31,1,2,9,11,18,41,2,3,0,0,0,20,44,20,44,0,0,0,0,0,2,16,1,1,3,4,6,21,0,0,0,0,0,20,35,23,38,0,0,0,0,0,8,23,3,7,9,9,20,39,0,0,0,0,0,20,39,20,39,0,0,0,0,0,12,23,5,7,3,5,15,30,5,5,0,0,0,5,16,5,16,0,0,0,0,0,9,25,5,13,11,11,25,49,0,0,0,0,0,25,49,25,49,0,0,0,0,0,2,10,2,4,1,2,5,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"Lando Vannata ""Groovy""","Marcos Mariano ""Dhalsim""",1,4:55,"Lando Vannata ""Groovy""",2019-02-09,http://ufcstats.com/fight-details/aa71cf96ba4e5a36,0,20,40,39,64,1,1,1,2,0,18,37,0,1,2,2,2,4,0,0,18,36,0,3,9,4,11,0,0,0,0,0,18,37,0,1,2,2,2,4,0,0,18,36,0,20,40,39,64,1,1,1,2,0,2,7,0,0,1,2,1,7,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Rani Yahya,Ricky Simon,3,5:00,Rani Yahya,2019-02-09,http://ufcstats.com/fight-details/069e3e704cbf6337,0,21,62,22,64,0,5,0,0,0,11,46,4,7,6,9,21,62,0,0,0,0,2,20,49,21,50,1,1,0,1,0,11,46,4,7,6,9,21,62,0,0,0,0,0,21,62,22,64,0,5,0,0,0,12,39,5,7,3,3,15,43,0,0,5,6,0,11,43,16,48,2,3,0,1,0,12,72,5,6,2,4,19,82,0,0,0,0,0,19,82,21,85,0,1,0,0,0,8,37,2,5,1,1,8,37,0,0,3,6,0,23,45,29,52,1,1,0,0,0,6,41,1,1,0,0,7,42,0,0,0,0,0,7,42,9,46,0,3,0,0,0,20,40,2,4,1,1,15,34,0,0,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Montana De La Rosa,"Nadia Kassem ""187""",2,2:37,Montana De La Rosa,2019-02-09,http://ufcstats.com/fight-details/fd1854062406d287,0,10,16,54,67,1,1,0,4,0,9,15,1,1,0,0,6,11,0,0,4,5,0,3,4,11,15,0,0,0,0,0,9,15,1,1,0,0,6,11,0,0,4,5,0,10,16,54,67,1,1,0,4,0,1,2,1,1,1,1,1,1,1,1,1,2,0,2,3,4,5,0,0,0,0,0,11,19,0,0,0,0,1,8,0,0,10,11,0,11,19,25,34,1,2,3,3,0,0,1,0,0,2,2,2,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Jimmy Crute ""The Brute""","Sam Alvey ""Smile'N""",1,2:49,"Jimmy Crute ""The Brute""",2019-02-09,http://ufcstats.com/fight-details/e4862c4f20117cb8,1,14,32,17,36,0,0,0,0,0,7,23,2,3,5,6,9,23,0,0,5,9,0,3,14,3,14,0,1,0,0,0,7,23,2,3,5,6,9,23,0,0,5,9,1,14,32,17,36,0,0,0,0,0,3,14,0,0,0,0,3,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"Devonte Smith ""King Kage""","Dong Hyun Ma ""Maestro""",1,3:53,"Devonte Smith ""King Kage""",2019-02-09,http://ufcstats.com/fight-details/5ff8463edf8155c0,1,19,43,19,43,0,0,0,0,0,14,34,1,4,4,5,15,38,0,0,4,5,0,1,9,1,9,0,0,0,0,0,14,34,1,4,4,5,15,38,0,0,4,5,1,19,43,19,43,0,0,0,0,0,0,4,0,1,1,4,1,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"Shane Young ""Sugar""","Austin Arnett ""Golden Boy""",3,5:00,"Shane Young ""Sugar""",2019-02-09,http://ufcstats.com/fight-details/49f7186e1e3cf6c8,0,39,108,40,109,0,1,0,0,0,19,80,12,19,8,9,38,107,1,1,0,0,0,21,65,21,65,0,0,0,0,0,19,80,12,19,8,9,38,107,1,1,0,0,0,39,108,40,109,0,1,0,0,0,19,62,2,3,0,0,21,65,0,0,0,0,0,30,72,31,73,0,0,0,0,0,22,70,11,15,8,9,41,94,0,0,0,0,0,41,94,41,94,0,1,0,0,0,27,67,1,3,2,2,29,71,1,1,0,0,0,26,72,26,72,0,0,0,0,0,28,87,9,12,3,7,40,106,0,0,0,0,1,40,106,40,106,0,0,0,0,0,26,72,0,0,0,0,26,72,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Kai Kara-France ""Don't Blink""",Raulian Paiva,3,5:00,"Kai Kara-France ""Don't Blink""",2019-02-09,http://ufcstats.com/fight-details/51db35a3cf225bda,0,12,39,12,39,0,0,0,0,0,6,30,5,7,1,2,12,39,0,0,0,0,0,16,39,16,39,0,3,0,0,0,6,30,5,7,1,2,12,39,0,0,0,0,0,12,39,12,39,0,0,0,0,0,8,29,4,5,4,5,16,39,0,0,0,0,0,25,68,29,72,0,1,1,1,0,14,51,3,3,4,4,18,55,1,1,2,2,0,21,58,23,60,0,4,0,0,0,13,49,6,13,6,6,20,55,0,3,5,10,0,26,77,26,77,0,0,0,0,0,13,53,9,14,3,4,25,70,0,1,0,0,0,25,71,25,71,2,3,0,0,0,15,62,11,15,0,0,25,76,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Teruto Ishihara ""Yashabo""","Kyung Ho Kang ""Mr. Perfect""",1,3:59,"Teruto Ishihara ""Yashabo""",2019-02-09,http://ufcstats.com/fight-details/b247a1900cfae052,1,17,47,18,48,0,0,0,0,0,12,36,1,5,4,6,11,35,6,10,0,2,1,26,58,30,62,1,1,1,1,0,12,36,1,5,4,6,11,35,6,10,0,2,1,17,47,18,48,0,0,0,0,0,19,46,7,12,0,0,15,40,11,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"Callan Potter ""The Rockstar""","Jalin Turner ""The Tarantula""",1,0:53,"Callan Potter ""The Rockstar""",2019-02-09,http://ufcstats.com/fight-details/11c0ef97497303ef,0,3,4,3,4,0,1,0,0,0,1,2,0,0,2,2,3,4,0,0,0,0,1,9,17,9,17,0,0,0,1,0,1,2,0,0,2,2,3,4,0,0,0,0,0,3,4,3,4,0,1,0,0,0,6,14,3,3,0,0,5,12,1,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"Wuliji Buren ""Beast Master""","Jonathan Martinez ""Dragon""",3,5:00,"Wuliji Buren ""Beast Master""",2019-02-09,http://ufcstats.com/fight-details/8e43d61ca6f2d904,0,5,12,8,16,1,3,0,1,0,4,9,0,2,1,1,1,6,0,0,4,6,0,7,20,16,31,1,1,0,2,0,4,9,0,2,1,1,1,6,0,0,4,6,0,5,12,8,16,1,3,0,1,0,3,9,1,3,3,8,1,12,2,3,4,5,0,21,35,25,42,0,1,0,0,1,3,9,5,6,2,2,10,17,0,0,0,0,0,10,17,13,20,1,1,0,4,1,6,16,4,6,11,13,16,30,2,2,3,3,0,19,32,22,37,0,0,0,2,0,1,1,0,0,1,1,1,1,0,0,1,1,0,2,2,3,4,1,2,1,2,1,18,30,0,0,1,2,1,4,0,0,18,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Raphael Assuncao,"Marlon Moraes ""Magic""",1,3:17,Raphael Assuncao,2019-02-02,http://ufcstats.com/fight-details/4e8b2357fea211e9,0,2,12,3,13,0,0,0,0,0,1,10,0,0,1,2,2,12,0,0,0,0,1,10,23,12,25,0,0,1,2,0,1,10,0,0,1,2,2,12,0,0,0,0,0,2,12,3,13,0,0,0,0,0,8,17,0,2,2,4,7,18,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Jose Aldo,"Renato Moicano ""Moicano""",2,0:44,Jose Aldo,2019-02-02,http://ufcstats.com/fight-details/300f1489174a3ece,0,10,27,10,27,0,0,0,0,0,6,19,2,3,2,5,10,27,0,0,0,0,0,20,45,20,45,0,0,0,0,0,6,19,2,3,2,5,10,27,0,0,0,0,0,10,27,10,27,0,0,0,0,0,15,34,1,4,4,7,20,45,0,0,0,0,0,4,8,4,8,0,0,0,0,0,12,17,4,6,0,0,9,16,7,7,0,0,0,16,23,16,23,0,0,0,0,0,2,6,0,0,2,2,4,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Demian Maia,"Lyman Good ""Cyborg""",1,2:38,Demian Maia,2019-02-02,http://ufcstats.com/fight-details/ce246b336b6bd638,0,0,1,8,9,2,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,8,9,2,4,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"Charles Oliveira ""Do Bronx""",David Teymur,2,0:55,"Charles Oliveira ""Do Bronx""",2019-02-02,http://ufcstats.com/fight-details/85036b967403cdab,0,15,38,18,41,1,1,0,0,0,10,24,3,11,2,3,15,36,0,2,0,0,1,22,43,27,49,0,0,0,0,0,10,24,3,11,2,3,15,36,0,2,0,0,0,15,38,18,41,1,1,0,0,0,14,32,4,6,4,5,19,37,0,0,3,6,0,4,10,4,10,0,0,0,0,0,11,18,1,1,1,1,6,9,7,11,0,0,0,13,20,13,20,0,0,1,1,0,2,8,2,2,0,0,4,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Johnny Walker,"Justin Ledet ""El Blanco""",1,0:15,Johnny Walker,2019-02-02,http://ufcstats.com/fight-details/44cfd4330eb6e2bf,1,7,8,7,8,0,0,0,0,0,6,7,0,0,1,1,4,4,0,0,3,4,0,0,4,0,4,0,0,0,0,0,6,7,0,0,1,1,4,4,0,0,3,4,1,7,8,7,8,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"Livinha Souza ""The Brazilian Gangsta""","Sarah Frota ""A Treta""",3,5:00,"Livinha Souza ""The Brazilian Gangsta""",2019-02-02,http://ufcstats.com/fight-details/53abea410a0541c8,0,11,16,28,33,1,3,2,1,0,6,10,3,3,2,3,5,9,2,2,4,5,0,4,15,30,47,0,0,0,0,0,6,10,3,3,2,3,5,9,2,2,4,5,0,11,16,28,33,1,3,2,1,0,3,11,1,3,0,1,4,14,0,0,0,1,0,11,32,11,32,0,0,0,0,0,4,26,1,1,0,2,3,17,1,1,1,11,0,5,29,34,58,3,4,1,1,0,8,26,3,4,0,2,7,28,4,4,0,0,0,17,43,37,64,0,0,0,0,0,4,13,2,6,1,1,7,20,0,0,0,0,0,7,20,13,27,0,3,0,0,0,12,35,3,5,2,3,12,38,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"Markus Perez ""Maluko""","Anthony Hernandez ""Fluffy""",2,1:07,"Markus Perez ""Maluko""",2019-02-02,http://ufcstats.com/fight-details/ebb685a81f65ce1b,0,15,30,16,31,1,6,0,0,0,9,23,4,5,2,2,11,22,4,8,0,0,0,17,35,21,39,0,0,0,0,0,9,23,4,5,2,2,11,22,4,8,0,0,0,15,30,16,31,1,6,0,0,0,15,32,0,1,2,2,6,19,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,2,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"Mara Romero Borella ""Kunoichici""",Taila Santos,3,5:00,"Mara Romero Borella ""Kunoichici""",2019-02-02,http://ufcstats.com/fight-details/904e0e46392dff93,0,11,17,36,42,1,1,0,2,0,9,14,2,2,0,1,1,4,1,1,9,12,0,2,5,8,11,1,1,2,1,0,9,14,2,2,0,1,1,4,1,1,9,12,0,11,17,36,42,1,1,0,2,0,0,3,1,1,1,1,1,4,1,1,0,0,0,9,19,24,36,0,0,0,0,0,2,10,3,4,1,1,3,9,3,6,0,0,0,6,15,35,45,1,2,0,0,0,0,6,6,10,3,3,1,9,8,10,0,0,0,25,76,25,76,0,0,0,0,0,3,40,2,3,7,8,11,49,1,2,0,0,0,12,51,13,53,0,2,0,0,0,17,60,3,9,5,7,25,76,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"Thiago Alves ""Pitbull""","Max Griffin ""Pain""",3,5:00,"Thiago Alves ""Pitbull""",2019-02-02,http://ufcstats.com/fight-details/59097097bc09cdef,0,29,53,29,53,0,1,0,0,0,11,32,4,5,14,16,28,52,1,1,0,0,1,57,92,57,92,0,1,0,0,0,11,32,4,5,14,16,28,52,1,1,0,0,0,29,53,29,53,0,1,0,0,0,38,69,19,23,0,0,38,66,19,24,0,2,0,44,49,44,49,0,1,0,0,0,30,48,9,11,6,6,33,53,12,12,0,0,0,45,65,47,67,0,0,0,0,0,34,39,10,10,0,0,33,36,11,13,0,0,0,11,13,16,18,2,2,0,2,1,4,10,3,5,2,2,7,15,2,2,0,0,0,9,17,15,23,0,0,0,0,0,5,7,6,6,0,0,5,6,6,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"Junior Albini ""Baby""","Jairzinho Rozenstruik ""Bigi Boy""",2,0:54,"Junior Albini ""Baby""",2019-02-02,http://ufcstats.com/fight-details/491b7d974254596d,0,12,21,20,29,2,6,0,4,0,5,14,3,3,4,4,9,16,1,2,2,3,0,9,16,16,23,0,0,0,0,1,5,14,3,3,4,4,9,16,1,2,2,3,0,12,21,20,29,2,6,0,4,0,7,14,0,0,2,2,6,13,2,2,1,1,1,10,11,10,11,0,0,0,0,0,2,2,0,0,4,4,6,6,0,0,0,0,0,6,6,6,6,0,0,0,0,0,8,9,0,0,2,2,3,4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"Geraldo de Freitas ""Spartan""","Felipe Colares ""Cabocao""",3,5:00,"Geraldo de Freitas ""Spartan""",2019-02-02,http://ufcstats.com/fight-details/818456a713fdabe6,0,19,27,25,34,1,2,0,4,2,8,15,9,10,2,2,12,19,6,6,1,2,0,7,20,9,22,3,4,0,3,0,8,15,9,10,2,2,12,19,6,6,1,2,0,19,27,25,34,1,2,0,4,2,2,12,2,2,3,6,5,17,1,1,1,2,0,6,13,9,18,0,1,0,1,0,11,18,3,5,1,1,8,16,6,7,1,1,0,15,24,19,28,2,4,0,2,0,3,8,3,5,0,0,3,9,3,3,0,1,0,8,18,10,20,0,3,0,0,0,12,21,2,3,1,1,13,21,1,3,1,1,0,15,25,24,34,3,3,0,5,0,6,16,1,1,1,1,4,13,4,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Ricardo Ramos,Said Nurmagomedov,1,2:28,Ricardo Ramos,2019-02-02,http://ufcstats.com/fight-details/9192053a3884aadf,0,2,8,2,8,0,0,0,0,0,1,5,1,2,0,1,2,8,0,0,0,0,1,17,24,17,24,0,0,0,0,0,1,5,1,2,0,1,2,8,0,0,0,0,0,2,8,2,8,0,0,0,0,0,6,13,6,6,5,5,12,19,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"Magomed Bibulatov ""Chaborz""",Rogerio Bontorin,3,5:00,"Magomed Bibulatov ""Chaborz""",2019-02-02,http://ufcstats.com/fight-details/8f8a6c578308d014,0,14,24,16,26,3,4,0,0,0,4,13,10,11,0,0,10,19,3,4,1,1,0,13,20,23,30,0,0,2,1,1,4,13,10,11,0,0,10,19,3,4,1,1,0,14,24,16,26,3,4,0,0,0,8,15,4,4,1,1,9,16,3,3,1,1,0,12,28,14,30,0,1,0,0,0,9,23,8,8,1,1,12,25,4,4,2,3,0,18,32,22,37,1,2,0,0,0,7,22,4,4,1,2,10,26,2,2,0,0,0,15,29,15,29,1,2,0,1,0,8,21,17,20,1,1,19,34,7,8,0,0,0,26,42,28,44,0,2,0,0,0,12,25,3,4,0,0,14,28,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
